India	10655435	10316096	96.81534353125893	0.7678807766829471
Brazil	8816254	7628438	86.52697619646621	4.131106715970117
Russia	3698273	3109315	84.07478301358499	2.533586207402088
South Africa	1404839	1217492	86.66416578696918	2.352027025861852
China	88911	82526	92.8186613579872	0.006177275848738568
